Step,CartPole_Preference_Improved100_500_4,CartPole_Preference_Improved100_500_3,CartPole_Preference_Improved100_500_2,CartPole_Preference_Improved100_500_1,CartPole_Preference_Improved100_500_0,CartPole_Preference_Improved100_300_4,CartPole_Preference_Improved100_300_3,CartPole_Preference_Improved100_300_2,CartPole_Preference_Improved100_300_1,CartPole_Preference_Improved100_300_0,CartPole_Preference_Improved100_200_4,CartPole_Preference_Improved100_200_3,CartPole_Preference_Improved100_200_2,CartPole_Preference_Improved100_200_1,CartPole_Preference_Improved100_200_0,CartPole_Preference_Improved100_100_4,CartPole_Preference_Improved100_100_3,CartPole_Preference_Improved100_100_2,CartPole_Preference_Improved100_100_1,CartPole_Preference_Improved100_100_0,CartPole_Preference_Improved100_50_4,CartPole_Preference_Improved100_50_3,CartPole_Preference_Improved100_50_2,CartPole_Preference_Improved100_50_1,CartPole_Preference_Improved100_50_0,CartPole_Preference_Improved100_25_4,CartPole_Preference_Improved100_25_3,CartPole_Preference_Improved100_25_2,CartPole_Preference_Improved100_25_1,CartPole_Preference_Improved100_25_0,CartPole_Preference_Improved100_10_4,CartPole_Preference_Improved100_10_3,CartPole_Preference_Improved100_10_2,CartPole_Preference_Improved100_10_1,CartPole_Preference_Improved100_10_0,CartPole_MSE_500_4,CartPole_MSE_500_3,CartPole_MSE_500_2,CartPole_MSE_500_1,CartPole_MSE_500_0,CartPole_MSE_300_4,CartPole_MSE_300_3,CartPole_MSE_300_2,CartPole_MSE_300_1,CartPole_MSE_300_0,CartPole_MSE_200_4,CartPole_MSE_200_3,CartPole_MSE_200_2,CartPole_MSE_200_1,CartPole_MSE_200_0,CartPole_MSE_100_4,CartPole_MSE_100_3,CartPole_MSE_100_2,CartPole_MSE_100_1,CartPole_MSE_100_0,CartPole_MSE_50_4,CartPole_MSE_50_3,CartPole_MSE_50_2,CartPole_MSE_50_1,CartPole_MSE_50_0,CartPole_MSE_25_4,CartPole_MSE_25_3,CartPole_MSE_25_2,CartPole_MSE_25_1,CartPole_MSE_25_0,CartPole_MSE_10_4,CartPole_MSE_10_3,CartPole_MSE_10_2,CartPole_MSE_10_1,CartPole_MSE_10_0,CartPole_Comparison_500_4,CartPole_Comparison_500_3,CartPole_Comparison_500_2,CartPole_Comparison_500_1,CartPole_Comparison_500_0,CartPole_Comparison_300_4,CartPole_Comparison_300_3,CartPole_Comparison_300_2,CartPole_Comparison_300_1,CartPole_Comparison_300_0,CartPole_Comparison_200_4,CartPole_Comparison_200_3,CartPole_Comparison_200_2,CartPole_Comparison_200_1,CartPole_Comparison_200_0,CartPole_Comparison_100_4,CartPole_Comparison_100_3,CartPole_Comparison_100_2,CartPole_Comparison_100_1,CartPole_Comparison_100_0,CartPole_Comparison_50_4,CartPole_Comparison_50_3,CartPole_Comparison_50_2,CartPole_Comparison_50_1,CartPole_Comparison_50_0,CartPole_Comparison_25_4,CartPole_Comparison_25_3,CartPole_Comparison_25_2,CartPole_Comparison_25_1,CartPole_Comparison_25_0,CartPole_Comparison_10_4,CartPole_Comparison_10_3,CartPole_Comparison_10_2,CartPole_Comparison_10_1,CartPole_Comparison_10_0
30,179.4499969482422,41.54999923706055,28.6200008392334,262.17999267578125,371.6499938964844,274.95001220703125,213.9600067138672,35.650001525878906,351.489990234375,20.459999084472656,98.0999984741211,8.6899995803833,17.6299991607666,33.81999969482422,36.08000183105469,10.699999809265137,25.34000015258789,26.3700008392334,35.060001373291016,12.609999656677246,34.79999923706055,8.720000267028809,32.84000015258789,10.029999732971191,32.099998474121094,8.9399995803833,8.729999542236328,21.530000686645508,16.420000076293945,8.380000114440918,20.540000915527344,8.930000305175781,10.479999542236328,18.84000015258789,39.81999969482422,323.04998779296875,263.45001220703125,81.94999694824219,392.1799926757813,273.1000061035156,363.80999755859375,92.9499969482422,110.11000061035156,248.8500061035156,117.43000030517578,127.86000061035156,280.7900085449219,19.38999938964844,8.920000076293945,199.0,20.899999618530273,28.3700008392334,22.170000076293945,394.1700134277344,13.93000030517578,9.65999984741211,23.979999542236328,46.81999969482422,8.600000381469727,9.670000076293944,8.640000343322754,66.54000091552734,8.880000114440918,51.119998931884766,59.560001373291016,19.290000915527344,17.360000610351562,8.800000190734863,8.720000267028809,18.40999984741211,9.18000030517578,40.16999816894531,30.549999237060547,117.08000183105467,200.11000061035156,29.13999938964844,15.300000190734863,31.489999771118164,48.540000915527344,19.010000228881836,31.25,9.539999961853027,12.220000267028809,14.829999923706056,22.5,26.540000915527344,26.5,22.56999969482422,13.779999732971191,38.43000030517578,202.72999572753903,28.6299991607666,9.199999809265137,10.029999732971191,12.899999618530272,74.75,11.199999809265137,21.530000686645508,16.420000076293945,9.630000114440918,20.540000915527344,28.219999313354492,8.890000343322754,18.84000015258789,21.13999938964844
31,201.80999755859375,45.540000915527344,29.309999465942383,278.3999938964844,391.1000061035156,297.5,232.5500030517578,39.7400016784668,374.6499938964844,20.350000381469727,102.4000015258789,8.59000015258789,17.65999984741211,37.380001068115234,39.27000045776367,10.59000015258789,25.209999084472656,26.3799991607666,36.25,11.84000015258789,35.189998626708984,8.529999732971191,32.38999938964844,9.949999809265137,32.93000030517578,8.859999656677246,8.640000343322754,22.280000686645508,15.6899995803833,8.359999656677246,20.75,8.84000015258789,10.31999969482422,18.950000762939453,41.279998779296875,345.7099914550781,286.6600036621094,87.06999969482422,415.2699890136719,295.29998779296875,385.8200073242187,99.38999938964844,127.55999755859376,272.4800109863281,127.6999969482422,133.5500030517578,302.5799865722656,20.079999923706055,8.850000381469727,211.67999267578125,20.510000228881836,29.059999465942383,21.59000015258789,416.6199951171875,14.670000076293944,9.579999923706056,23.420000076293945,48.060001373291016,8.579999923706055,9.3100004196167,8.5,75.9800033569336,8.84000015258789,52.43000030517578,61.08000183105469,19.559999465942383,17.920000076293945,8.5600004196167,8.630000114440918,17.719999313354492,9.100000381469728,43.66999816894531,30.829999923706055,140.32000732421875,216.9900054931641,28.469999313354492,14.470000267028809,32.38999938964844,49.77000045776367,18.68000030517578,30.799999237060547,9.0,12.1899995803833,14.710000038146973,27.06999969482422,25.61000061035156,26.100000381469727,22.790000915527344,13.59000015258789,39.130001068115234,225.19000244140625,28.459999084472656,9.300000190734863,9.949999809265137,13.59000015258789,78.41000366210938,10.710000038146973,22.280000686645508,15.6899995803833,9.489999771118164,20.75,27.829999923706055,8.859999656677246,18.950000762939453,21.290000915527344
32,220.0399932861328,49.58000183105469,30.25,291.6300048828125,405.1099853515625,315.2900085449219,249.9199981689453,43.189998626708984,392.4800109863281,20.479999542236328,105.91000366210938,8.579999923706055,17.6200008392334,40.959999084472656,40.7599983215332,10.56999969482422,25.190000534057617,27.479999542236328,38.029998779296875,11.640000343322754,36.119998931884766,8.460000038146973,31.299999237060547,9.93000030517578,33.68000030517578,8.779999732971191,8.609999656677246,22.719999313354492,14.9399995803833,8.34000015258789,20.809999465942383,8.8100004196167,10.270000457763672,19.010000228881836,43.70000076293945,363.3900146484375,304.0899963378906,93.0199966430664,432.7799987792969,314.19000244140625,403.0799865722656,106.41000366210938,143.63999938964844,291.1700134277344,139.47000122070312,138.44000244140625,319.4800109863281,20.600000381469727,8.800000190734863,222.77999877929688,20.38999938964844,29.09000015258789,21.079999923706055,433.4700012207031,14.779999732971191,9.550000190734863,23.18000030517578,49.849998474121094,8.529999732971191,9.1899995803833,8.449999809265137,82.13999938964844,8.789999961853027,53.970001220703125,62.04999923706055,19.530000686645508,19.11000061035156,8.460000038146973,8.579999923706055,17.920000076293945,9.0,47.22999954223633,30.8700008392334,159.0800018310547,229.9600067138672,29.280000686645508,14.380000114440918,32.970001220703125,50.5099983215332,18.959999084472656,30.959999084472656,8.899999618530273,12.149999618530272,14.6899995803833,28.84000015258789,25.15999984741211,26.3700008392334,22.6200008392334,13.609999656677246,40.08000183105469,244.3300018310547,27.690000534057617,9.489999771118164,9.93000030517578,13.9399995803833,84.62999725341797,10.670000076293944,22.719999313354492,14.9399995803833,9.31999969482422,20.809999465942383,27.799999237060547,8.8100004196167,19.010000228881836,21.579999923706055
33,238.5099945068359,53.22999954223633,31.059999465942383,308.30999755859375,420.5799865722656,333.8999938964844,264.9599914550781,46.959999084472656,409.6300048828125,20.969999313354492,109.31999969482422,8.609999656677246,17.389999389648438,45.02000045776367,43.83000183105469,10.609999656677246,25.299999237060547,27.36000061035156,39.75,11.5600004196167,36.15999984741211,8.430000305175781,30.61000061035156,9.880000114440918,34.0,8.779999732971191,8.479999542236328,23.3799991607666,14.010000228881836,8.300000190734863,20.579999923706055,8.680000305175781,10.390000343322754,19.020000457763672,48.459999084472656,381.5,321.70001220703125,100.47000122070312,451.1099853515625,332.79998779296875,419.6199951171875,117.0500030517578,161.7100067138672,310.0799865722656,151.60000610351562,143.6199951171875,336.79998779296875,20.450000762939453,8.75,232.4900054931641,20.61000061035156,28.90999984741211,20.93000030517578,450.30999755859375,15.220000267028809,9.68000030517578,22.8700008392334,55.540000915527344,8.5,9.09000015258789,8.430000305175781,89.1500015258789,8.800000190734863,54.70000076293945,63.45000076293945,19.3799991607666,19.829999923706055,8.380000114440918,8.520000457763672,18.13999938964844,8.960000038146973,53.59000015258789,31.530000686645508,178.0800018310547,245.47000122070312,29.06999969482422,14.119999885559082,34.36000061035156,51.68000030517578,19.329999923706055,31.149999618530273,8.65999984741211,12.130000114440918,14.649999618530272,32.83000183105469,24.8700008392334,26.1200008392334,23.280000686645508,13.609999656677246,41.66999816894531,263.5,27.81999969482422,9.520000457763672,9.880000114440918,14.34000015258789,90.56999969482422,10.510000228881836,23.3799991607666,14.010000228881836,9.270000457763672,20.579999923706055,28.11000061035156,8.819999694824219,19.020000457763672,21.799999237060547
34,250.08999633789065,56.36000061035156,32.13999938964844,320.80999755859375,435.7099914550781,351.44000244140625,280.32000732421875,51.40999984741211,427.8399963378906,21.420000076293945,113.62000274658205,8.640000343322754,17.469999313354492,48.06999969482422,48.790000915527344,10.609999656677246,25.440000534057617,27.8799991607666,40.54999923706055,11.380000114440918,36.75,8.40999984741211,30.170000076293945,9.869999885559082,33.630001068115234,8.739999771118164,8.420000076293945,24.209999084472656,13.619999885559082,8.300000190734863,19.920000076293945,8.640000343322754,10.68000030517578,18.950000762939453,52.06999969482422,398.9200134277344,339.04998779296875,107.0500030517578,468.5299987792969,349.1600036621094,436.6099853515625,128.39999389648438,179.7899932861328,328.70001220703125,160.02000427246094,150.1300048828125,354.55999755859375,21.1299991607666,8.729999542236328,243.3800048828125,20.719999313354492,30.479999542236328,20.229999542236328,466.1400146484375,15.300000190734863,9.670000076293944,21.90999984741211,61.130001068115234,8.510000228881836,9.0600004196167,8.390000343322754,95.8000030517578,8.819999694824219,55.130001068115234,64.0999984741211,19.280000686645508,20.65999984741211,8.359999656677246,8.5,18.010000228881836,8.899999618530273,57.09000015258789,31.63999938964844,197.1199951171875,260.239990234375,29.1200008392334,14.09000015258789,35.08000183105469,52.43000030517578,19.149999618530273,31.18000030517578,8.600000381469727,12.25,14.579999923706056,36.40999984741211,23.88999938964844,26.190000534057617,23.3799991607666,13.56999969482422,42.150001525878906,282.17999267578125,28.040000915527344,9.920000076293944,9.869999885559082,15.279999732971191,94.7300033569336,10.43000030517578,24.209999084472656,13.619999885559082,9.130000114440918,19.920000076293945,27.950000762939453,8.829999923706055,18.950000762939453,21.36000061035156
35,264.1099853515625,58.77000045776367,33.150001525878906,338.510009765625,445.2699890136719,369.2900085449219,296.8399963378906,56.66999816894531,444.5499877929687,23.809999465942383,117.55999755859376,8.640000343322754,17.690000534057617,52.5,53.65999984741211,10.649999618530272,24.670000076293945,28.3700008392334,41.70000076293945,11.199999809265137,37.90999984741211,8.40999984741211,29.770000457763672,9.859999656677246,33.5099983215332,8.8100004196167,8.430000305175781,24.81999969482422,13.210000038146973,8.34000015258789,19.559999465942383,8.649999618530273,10.960000038146973,18.950000762939453,58.59000015258789,414.8999938964844,357.0400085449219,113.4000015258789,483.5199890136719,363.9500122070313,451.1400146484375,140.13999938964844,197.6300048828125,346.9100036621094,168.42999267578125,156.07000732421875,371.5799865722656,21.8700008392334,8.710000038146973,253.83999633789065,20.700000762939453,30.739999771118164,20.239999771118164,480.75,15.31999969482422,9.789999961853027,21.729999542236328,68.4000015258789,8.489999771118164,9.010000228881836,8.359999656677246,102.08999633789062,8.84000015258789,56.150001525878906,65.12000274658203,19.030000686645508,21.299999237060547,8.380000114440918,8.479999542236328,17.81999969482422,8.920000076293945,60.209999084472656,32.29999923706055,215.77999877929688,279.30999755859375,28.6299991607666,13.949999809265137,37.06999969482422,53.31999969482422,19.530000686645508,31.329999923706055,8.510000228881836,12.31999969482422,14.710000038146973,41.619998931884766,23.489999771118164,26.270000457763672,24.3799991607666,13.539999961853027,43.11000061035156,300.4700012207031,27.88999938964844,10.050000190734863,9.859999656677246,15.640000343322754,100.76000213623048,10.0600004196167,24.81999969482422,13.210000038146973,9.010000228881836,19.559999465942383,27.84000015258789,8.850000381469727,18.950000762939453,21.5
36,280.5199890136719,63.18000030517578,38.66999816894531,354.80999755859375,457.7900085449219,387.4800109863281,311.94000244140625,64.08999633789062,461.19000244140625,24.8700008392334,121.0500030517578,8.630000114440918,18.149999618530273,56.0,57.970001220703125,10.640000343322754,24.670000076293945,28.309999465942383,42.279998779296875,11.029999732971191,39.470001220703125,8.399999618530273,28.440000534057617,9.770000457763672,32.810001373291016,8.670000076293945,8.449999809265137,25.6200008392334,12.770000457763672,8.34000015258789,18.940000534057617,8.65999984741211,10.960000038146973,18.920000076293945,63.959999084472656,432.1300048828125,373.760009765625,120.12999725341795,492.6499938964844,376.7699890136719,467.8699951171875,150.02000427246094,215.57000732421875,365.1600036621094,179.80999755859375,161.4199981689453,387.6199951171875,22.40999984741211,8.680000305175781,264.3399963378906,20.799999237060547,34.5,19.1299991607666,493.6799926757813,14.989999771118164,9.630000114440918,22.079999923706055,71.33000183105469,8.460000038146973,9.449999809265137,8.34000015258789,108.9800033569336,8.789999961853027,58.18000030517578,65.23999786376953,18.719999313354492,21.969999313354492,8.350000381469727,8.449999809265137,17.65999984741211,8.8100004196167,61.75,31.979999542236328,233.7599945068359,297.4800109863281,28.709999084472656,13.920000076293944,37.619998931884766,53.599998474121094,19.459999084472656,31.530000686645508,8.520000457763672,12.40999984741211,14.699999809265137,46.15999984741211,22.719999313354492,27.1200008392334,24.809999465942383,13.59000015258789,43.33000183105469,318.3999938964844,28.190000534057617,10.229999542236328,9.770000457763672,15.869999885559082,106.30999755859376,9.779999732971191,25.6200008392334,12.770000457763672,8.920000076293945,18.940000534057617,27.010000228881836,8.800000190734863,18.920000076293945,21.59000015258789
37,296.0199890136719,66.93000030517578,40.72999954223633,370.989990234375,469.1499938964844,402.4800109863281,326.19000244140625,71.55999755859375,476.489990234375,25.559999465942383,124.2699966430664,8.619999885559082,18.530000686645508,59.439998626708984,62.06999969482422,10.670000076293944,25.040000915527344,28.450000762939453,44.11000061035156,11.470000267028809,40.779998779296875,8.390000343322754,28.670000076293945,9.779999732971191,33.310001373291016,8.640000343322754,8.4399995803833,26.38999938964844,12.3100004196167,8.369999885559082,18.540000915527344,8.609999656677246,10.979999542236328,18.670000076293945,70.19999694824219,447.6400146484375,387.7799987792969,124.19000244140624,499.75,387.2000122070313,479.1700134277344,158.8300018310547,232.19000244140625,383.7000122070313,188.41000366210935,165.36000061035156,401.2099914550781,23.049999237060547,8.680000305175781,275.2900085449219,21.030000686645508,38.7400016784668,19.010000228881836,498.2099914550781,15.06999969482422,9.59000015258789,21.530000686645508,75.9800033569336,8.460000038146973,9.829999923706056,8.34000015258789,115.93000030517578,8.779999732971191,59.91999816894531,65.4000015258789,18.600000381469727,22.969999313354492,8.34000015258789,8.449999809265137,17.459999084472656,8.779999732971191,62.97999954223633,33.0,251.83999633789065,315.75,30.959999084472656,13.84000015258789,38.13999938964844,53.689998626708984,20.010000228881836,32.66999816894531,8.449999809265137,12.520000457763672,14.800000190734863,56.63999938964844,22.020000457763672,27.06999969482422,25.350000381469727,13.630000114440918,44.310001373291016,336.54998779296875,28.299999237060547,10.5600004196167,9.779999732971191,16.25,110.86000061035156,9.510000228881836,26.38999938964844,12.3100004196167,8.819999694824219,18.540000915527344,26.399999618530273,8.789999961853027,18.670000076293945,21.760000228881836
38,312.9200134277344,70.69999694824219,44.709999084472656,388.3599853515625,477.4100036621094,420.010009765625,339.7699890136719,85.4800033569336,491.2999877929687,29.760000228881836,126.87000274658205,8.609999656677246,19.200000762939453,63.52000045776367,73.58000183105469,10.670000076293944,25.219999313354492,29.049999237060547,45.630001068115234,11.84000015258789,40.970001220703125,8.380000114440918,28.31999969482422,9.789999961853027,35.2400016784668,8.59000015258789,8.420000076293945,27.11000061035156,12.460000038146973,8.359999656677246,18.219999313354492,8.59000015258789,11.010000228881836,18.469999313354492,77.97000122070312,462.489990234375,403.6799926757813,129.8300018310547,499.75,398.6499938964844,486.9100036621094,172.3800048828125,250.47999572753903,401.6600036621094,196.1999969482422,170.47999572753906,414.4299926757813,23.38999938964844,8.720000267028809,282.1099853515625,20.670000076293945,43.38999938964844,18.979999542236328,500.0,14.979999542236328,9.5,21.3799991607666,79.12000274658203,8.5,10.260000228881836,8.3100004196167,121.1999969482422,8.760000228881836,61.59000015258789,64.87000274658203,18.219999313354492,23.670000076293945,8.329999923706055,8.470000267028809,17.450000762939453,8.739999771118164,66.16999816894531,34.470001220703125,270.7099914550781,333.8299865722656,32.31999969482422,13.84000015258789,39.58000183105469,53.4900016784668,20.520000457763672,32.72999954223633,8.430000305175781,12.539999961853027,14.829999923706056,66.12000274658203,22.100000381469727,27.229999542236328,26.229999542236328,13.710000038146973,45.18000030517578,354.1099853515625,28.18000030517578,10.59000015258789,9.789999961853027,16.6299991607666,114.63999938964844,9.489999771118164,27.11000061035156,12.460000038146973,8.539999961853027,18.219999313354492,26.3700008392334,8.819999694824219,18.469999313354492,22.0
39,327.54998779296875,72.22000122070312,49.439998626708984,403.25,483.9700012207031,434.9800109863281,352.3399963378906,95.62000274658205,499.4200134277344,34.97999954223633,129.2899932861328,8.59000015258789,19.93000030517578,67.5199966430664,82.30999755859375,10.720000267028809,25.5,28.969999313354492,48.79999923706055,11.920000076293944,40.2400016784668,8.359999656677246,28.1299991607666,9.770000457763672,36.54999923706055,8.5600004196167,8.40999984741211,27.670000076293945,11.899999618530272,8.359999656677246,18.040000915527344,8.579999923706055,11.0,18.38999938964844,92.9800033569336,475.8999938964844,417.80999755859375,136.97999572753906,500.0,405.5299987792969,494.19000244140625,186.4900054931641,267.6600036621094,419.2900085449219,206.55999755859375,175.86000061035156,424.3399963378906,24.200000762939453,8.729999542236328,291.1499938964844,20.709999084472656,50.90999984741211,18.8700008392334,500.0,15.68000030517578,9.43000030517578,20.31999969482422,82.44999694824219,8.510000228881836,10.489999771118164,8.34000015258789,127.5500030517578,8.6899995803833,62.25,64.77999877929688,18.020000457763672,25.479999542236328,8.319999694824219,8.479999542236328,17.459999084472656,8.710000038146973,68.05000305175781,35.27000045776367,289.6199951171875,352.17999267578125,39.029998779296875,13.800000190734863,39.900001525878906,53.33000183105469,20.829999923706055,32.70000076293945,8.420000076293945,12.5600004196167,14.729999542236328,77.11000061035156,22.1299991607666,27.399999618530273,26.700000762939453,13.979999542236328,46.65999984741211,372.510009765625,27.56999969482422,10.619999885559082,9.770000457763672,16.899999618530273,119.22000122070312,9.390000343322754,27.670000076293945,11.899999618530272,8.479999542236328,18.040000915527344,26.6299991607666,8.850000381469727,18.38999938964844,21.579999923706055
40,344.04998779296875,74.37000274658203,54.130001068115234,417.2900085449219,490.8500061035156,449.9200134277344,366.2300109863281,106.05999755859376,500.0,39.31999969482422,130.72999572753906,8.609999656677246,20.399999618530273,71.62999725341797,91.4800033569336,10.6899995803833,25.739999771118164,29.270000457763672,50.650001525878906,12.029999732971191,40.970001220703125,8.380000114440918,27.68000030517578,9.729999542236328,38.290000915527344,8.5600004196167,8.40999984741211,28.260000228881836,11.270000457763672,8.369999885559082,17.760000228881836,8.579999923706055,11.0,18.209999084472656,104.55999755859376,486.6099853515625,430.2699890136719,142.85000610351562,500.0,412.8800048828125,496.9200134277344,197.6699981689453,284.2699890136719,434.6700134277344,219.08999633789065,182.1499938964844,432.8500061035156,25.09000015258789,8.6899995803833,296.760009765625,20.950000762939453,57.0,18.649999618530273,500.0,15.84000015258789,9.220000267028809,20.09000015258789,85.30999755859375,8.470000267028809,10.529999732971191,8.319999694824219,131.4600067138672,8.539999961853027,62.779998779296875,65.04000091552734,17.739999771118164,26.219999313354492,8.319999694824219,8.4399995803833,17.540000915527344,8.6899995803833,70.98999786376953,36.52000045776367,308.05999755859375,370.9800109863281,41.22999954223633,13.8100004196167,39.88999938964844,53.439998626708984,20.780000686645508,32.689998626708984,8.420000076293945,12.510000228881836,14.65999984741211,87.19999694824219,21.969999313354492,27.43000030517578,27.40999984741211,14.5600004196167,48.93000030517578,388.739990234375,27.540000915527344,10.619999885559082,9.729999542236328,17.190000534057617,121.55999755859376,9.329999923706056,28.260000228881836,11.270000457763672,8.460000038146973,17.760000228881836,26.809999465942383,8.869999885559082,18.209999084472656,22.34000015258789
41,360.0,76.41999816894531,68.29000091552734,434.1499938964844,497.6099853515625,465.4599914550781,382.3699951171875,123.63999938964844,500.0,44.380001068115234,131.72000122070312,8.579999923706055,21.299999237060547,76.12000274658203,102.52999877929688,10.619999885559082,26.88999938964844,30.059999465942383,51.79999923706055,12.130000114440918,40.189998626708984,8.350000381469727,27.510000228881836,9.710000038146973,39.900001525878906,8.619999885559082,8.420000076293945,29.36000061035156,10.800000190734863,8.399999618530273,17.6200008392334,8.579999923706055,10.970000267028809,18.020000457763672,119.66999816894533,497.9200134277344,445.69000244140625,150.6999969482422,500.0,421.2200012207031,499.7900085449219,210.88999938964844,306.6499938964844,454.19000244140625,233.80999755859375,187.7100067138672,443.0400085449219,27.0,8.670000076293945,304.1099853515625,21.450000762939453,71.2300033569336,18.61000061035156,500.0,16.020000457763672,9.239999771118164,19.43000030517578,88.83999633789062,8.449999809265137,10.460000038146973,8.270000457763672,136.6199951171875,8.479999542236328,63.400001525878906,65.05000305175781,17.479999542236328,27.299999237060547,8.289999961853027,8.430000305175781,17.549999237060547,8.739999771118164,75.19999694824219,38.5099983215332,330.67999267578125,393.260009765625,41.93000030517578,13.789999961853027,40.63999938964844,53.939998626708984,20.510000228881836,33.04999923706055,8.430000305175781,12.460000038146973,14.520000457763672,95.93000030517578,22.06999969482422,27.739999771118164,27.979999542236328,14.619999885559082,51.4900016784668,409.7099914550781,27.469999313354492,10.649999618530272,9.710000038146973,17.469999313354492,125.43000030517578,9.170000076293944,29.36000061035156,10.800000190734863,8.470000267028809,17.6200008392334,26.979999542236328,8.899999618530273,18.020000457763672,23.579999923706055
42,373.989990234375,78.22000122070312,76.54000091552734,441.3699951171875,500.0,476.30999755859375,396.5799865722656,132.14999389648438,500.0,49.33000183105469,132.89999389648438,8.5600004196167,22.100000381469727,79.7699966430664,108.5500030517578,10.539999961853027,26.959999084472656,30.86000061035156,52.790000915527344,12.34000015258789,39.20000076293945,8.329999923706055,27.459999084472656,9.710000038146973,40.5,8.640000343322754,8.40999984741211,30.0,10.510000228881836,8.369999885559082,17.34000015258789,8.550000190734863,10.979999542236328,17.959999084472656,134.99000549316406,499.9200134277344,456.19000244140625,154.91000366210938,500.0,428.7300109863281,499.7900085449219,219.9900054931641,324.6600036621094,466.5899963378906,243.4600067138672,191.47999572753903,445.2900085449219,28.030000686645508,8.640000343322754,312.7099914550781,22.31999969482422,89.70999908447266,18.420000076293945,500.0,16.399999618530273,9.899999618530272,20.030000686645508,93.2699966430664,8.460000038146973,10.40999984741211,8.260000228881836,144.80999755859375,8.489999771118164,63.650001525878906,65.5999984741211,17.229999542236328,27.56999969482422,8.300000190734863,8.4399995803833,17.68000030517578,8.779999732971191,78.19000244140625,40.459999084472656,348.2099914550781,410.1000061035156,42.40999984741211,13.789999961853027,41.29999923706055,54.81999969482422,20.549999237060547,33.290000915527344,8.420000076293945,12.489999771118164,14.449999809265137,103.33000183105467,21.88999938964844,27.440000534057617,28.770000457763672,14.710000038146973,52.27000045776367,425.4800109863281,26.63999938964844,10.699999809265137,9.710000038146973,17.799999237060547,127.5,9.119999885559082,30.0,10.510000228881836,8.5600004196167,17.34000015258789,26.90999984741211,8.949999809265137,17.959999084472656,24.040000915527344
43,387.3900146484375,80.5,86.2699966430664,448.1199951171875,500.0,483.6199951171875,407.9100036621094,142.52999877929688,500.0,53.52000045776367,131.57000732421875,8.539999961853027,22.899999618530273,82.8499984741211,115.5999984741211,10.4399995803833,27.670000076293945,31.260000228881836,55.369998931884766,12.390000343322754,39.56999969482422,8.329999923706055,27.36000061035156,9.710000038146973,40.70000076293945,8.649999618530273,8.399999618530273,30.309999465942383,10.260000228881836,8.329999923706055,17.100000381469727,8.539999961853027,11.020000457763672,17.84000015258789,145.32000732421875,499.9200134277344,463.5899963378906,159.27999877929688,500.0,436.239990234375,499.7900085449219,229.1499938964844,337.3500061035156,472.4100036621094,254.33999633789065,192.41000366210935,444.1799926757813,28.489999771118164,8.630000114440918,317.19000244140625,22.3799991607666,108.75,18.739999771118164,500.0,16.479999542236328,10.220000267028809,20.770000457763672,103.08000183105467,8.449999809265137,10.350000381469728,8.239999771118164,150.3300018310547,8.510000228881836,64.18000030517578,65.12999725341797,17.18000030517578,28.100000381469727,8.34000015258789,8.430000305175781,17.950000762939453,8.770000457763672,83.2699966430664,41.02000045776367,365.44000244140625,425.6300048828125,41.63999938964844,13.800000190734863,41.2599983215332,54.91999816894531,20.8700008392334,33.029998779296875,8.40999984741211,12.529999732971191,14.460000038146973,109.37000274658205,21.760000228881836,27.469999313354492,29.520000457763672,14.779999732971191,52.4900016784668,442.4700012207031,26.399999618530273,10.699999809265137,9.710000038146973,17.989999771118164,131.3300018310547,9.09000015258789,30.309999465942383,10.260000228881836,8.739999771118164,17.100000381469727,27.190000534057617,8.989999771118164,17.84000015258789,24.649999618530273
44,396.2799987792969,82.76000213623047,100.69000244140624,454.7900085449219,500.0,490.2000122070313,419.5700073242187,161.32000732421875,500.0,60.45000076293945,130.86000061035156,8.5,23.530000686645508,86.3499984741211,131.83999633789062,10.449999809265137,27.75,31.06999969482422,56.790000915527344,12.489999771118164,39.869998931884766,8.350000381469727,27.290000915527344,9.770000457763672,41.88999938964844,8.65999984741211,8.380000114440918,30.38999938964844,10.1899995803833,8.319999694824219,16.850000381469727,8.510000228881836,10.8100004196167,17.600000381469727,162.0800018310547,499.9200134277344,471.4299926757813,162.05999755859375,500.0,446.5499877929687,499.7900085449219,238.77999877929688,352.3800048828125,476.760009765625,266.6600036621094,194.3699951171875,441.1400146484375,28.479999542236328,8.65999984741211,322.1400146484375,22.920000076293945,127.97000122070312,18.61000061035156,500.0,16.579999923706055,10.65999984741211,21.739999771118164,111.12000274658205,8.479999542236328,10.270000457763672,8.270000457763672,154.9199981689453,8.529999732971191,64.55999755859375,64.7300033569336,17.1299991607666,28.520000457763672,8.359999656677246,8.460000038146973,17.780000686645508,8.6899995803833,87.97000122070312,42.22999954223633,382.760009765625,441.6799926757813,43.86000061035156,13.789999961853027,41.209999084472656,54.04999923706055,20.969999313354492,33.290000915527344,8.380000114440918,12.539999961853027,14.449999809265137,117.3499984741211,21.260000228881836,27.25,29.489999771118164,15.489999771118164,52.81999969482422,457.0499877929687,25.65999984741211,10.779999732971191,9.770000457763672,18.25,133.83999633789062,9.039999961853027,30.38999938964844,10.1899995803833,8.760000228881836,16.850000381469727,27.43000030517578,9.010000228881836,17.600000381469727,25.520000457763672
